rgn_id,year,value
1,2013,8.302783593535424e-4
2,2013,0.012476537190377713
3,2013,0.12511344980448486
4,2013,0.18348002932034435
5,2013,0.15876444545574486
6,2013,0.1963317434769124
7,2013,0.1186771973501891
8,2013,0.0707452560774982
